ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
4071,GTPase KRas,KRAS,186764,M54968,P01116,RASK_HUMAN,1D8D; 1D8E; 1KZO; 1KZP; 1N4P; 1N4Q; 1N4R; 1N4S; 2MSC; 2MSD; 2MSE; 3GFT; 4DSN; 4DSO; 4EPR; 4EPT; 4EPV; 4EPW; 4EPX; 4EPY; 4L8G; 4LDJ; 4LPK; 4LRW; 4LUC; 4LV6; 4LYF; 4LYH; 4LYJ; 4M1O; 4M1S; 4M1T; 4M1W; 4M1Y; 4M21; 4M22; 4NMM; 4OBE; 4PZY; 4PZZ; 4Q01; 4Q02; 4Q03; 4QL3; 4TQ9; 4TQA; 4WA7; 5F2E; 5KYK; 5MLA; 5MLB; 5O2S; 5O2T; 5OCG; 5OCO; 5OCT; 5TAR; 5TB5; 5UFE; 5UFQ; 5UK9; 5UQW; 5US4; 5USJ; 5V6S; 5V6V; 5V71; 5V9L; 5V9O; 5V9U; 5VBM; 5VP7; 5VPI; 5VPY; 5VPZ; 5VQ0; 5VQ1; 5VQ2; 5VQ6; 5VQ8; 5W22; 5WHA; 5WHB; 5WHD; 5WHE; 5WLB; 5WPM; 5XCO; 5YXZ; 5YY1; 6ARK; 6ASA; 6ASE; 6B0V; 6B0Y; 6BOF; 6BP1; 6CC9; 6CCH; 6CCX; 6CU6; 6E6F; 6E6G; 6EPL; 6EPM; 6EPN; 6EPO; 6EPP; 6F76; 6FA1; 6FA2; 6FA3; 6FA4; 6GJ5; 6GJ6; 6GJ7; 6GJ8; 6GOD; 6GOE; 6GOF; 6GOG; 6GOM; 6GQT; 6GQW; 6GQX; 6GQY; 6H46; 6H47; 6JTN; 6JTO; 6JTP; 6M9W; 6MBQ; 6MBT; 6MBU; 6MNX; 6MQG; 6MQN; 6MS9; 6MTA; 6N2J; 6N2K; 6O36; 6O46; 6O4Y; 6O4Z; 6O51; 6O53; 6OB2; 6OB3; 6OIM; 6P0Z; 6P8W; 6P8X; 6P8Y; 6P8Z; 6PGO; 6PGP; 6PQ3; 6PTS; 6PTW; 6QUU; 6QUV; 6QUW; 6QUX; 6T5B; 6T5U; 6T5V; 6TAM; 6TAN; 6USX; 6USZ; 6UT0; 6V5L; 6V65; 6V6F; 6VC8; 6VJJ; 6W4E; 6W4F; 6WGN; 6WS2; 6WS4; 6XGU; 6XGV; 6XHA; 6XHB; 6YR8; 6YXW; 6ZL5; 6ZLI; 7A1W; 7A1X; 7A1Y; 7A47; 7ACA; 7ACF; 7ACH; 7ACQ; 7C40; 7C41; 7EW9; 7EWA; 7EWB; 7EYX; 7F0W; 7KFZ; 7KMR; 7KYZ; 7LC1; 7LC2; 7LGI; 7LZ5; 7MDP; 7MQU; 7NY8; 7O70; 7OK3; 7OK4; 7OO7; 7Q9U; 7R0M; 7R0N; 7R0Q; 7ROV; 7RP2; 7RP3; 7RP4; 7RPZ; 7RSC; 7RSE; 7RT1; 7RT2; 7RT3; 7RT4; 7RT5; 7SCW; 7SCX; 7STF; 7T1F; 7T47; 7TLE; 7TLG; 7TLK; 7U8H; 7VVB; 7W5R; 7YCC; 7YCE; 7YUZ; 7YV1; 8AFB; 8AFC; 8AFD; 8AQ5; 8AQ7; 8AZR; 8AZV; 8AZX; 8AZY; 8AZZ; 8B00; 8B69; 8B6I; 8B78; 8BE3; 8BE4; 8BE5; 8BLR; 8CPR; 8CX5; 8DGS; 8DGT; 8DNI; 8DNJ; 8DNK; 8DVG; 8EBZ; 8ECR; 8EDY; 8EER; 8EIE; 8EPW; 8EZG; 8F0M; 8FMI; 8FMJ; 8FMK; 8G42; 8G47; 8G4F; 8G4H; 8G9P; 8G9Q; 8I5C; 8I5D; 8I5E; 8JGD; 8JHL; 8JJS; 8K4T; 8K4V; 8K50; 8ONV; 8PI0; 8PIY; 8QU8; 8QUG; 8QVU; 8QW6; 8QW7; 8R7W; 8R7X; 8RNI; 8RRO; 8S8C; 8STM; 8STN; 8T4V; 8T71; 8T72; 8T73; 8T74; 8T75; 8TBF; 8TBH; 8TBJ; 8TBK; 8TBL; 8TBM; 8TBN; 8TVK; 8TXE; 8TXG; 8TXH; 8TXJ; 8TXK; 8TY2; 8TY8; 8TY9; 8UDR; 8UN3; 8UN4; 8UN5; 8V39; 8V3A; 8VGQ; 8VJZ; 8VR9; 8VRA; 8VRB; 8WTE; 8WUL; 8X6R; 8YIV; 8YJ2; 9AX6; 9BFW; 9BFY; 9BFZ; 9BG1; 9BHO; 9BHP; 9BHQ; 9BI1; 9BI2; 9C15; 9E5D; 9E5F; 9E9H; 9E9I; 9KPM; 9KPN,KRAS,,HGNC:6407,Humans,DB15568; DB15569
4102,Bontoxilysin-A,a,,,Q7B8V4,Q7B8V4_CLOBO,2ISE; 2ISG; 2ISH; 3NF3,,,,Clostridium botulinum,DB13900
4136,Reverse transcriptase/RNaseH,pol,896047,U28646,Q72547,Q72547_HV1,2JLE; 3HYF; 3QIN; 3QIO,,,,Human immunodeficiency virus 1,DB00238; DB00300; DB00495; DB00625; DB00649; DB00705; DB00709; DB00879; DB00900; DB00943; DB01048; DB08864; DB09299; DB11799; DB12301; DB14126
4145,Tyrosine-protein kinase JAK1,JAK1,,,P23458,JAK1_HUMAN,3EYG; 3EYH; 4E4L; 4E4N; 4E5W; 4EHZ; 4EI4; 4FK6; 4GS0; 4I5C; 4IVB; 4IVC; 4IVD; 4K6Z; 4K77; 4L00; 4L01; 5E1E; 5HX8; 5IXD; 5IXI; 5KHW; 5KHX; 5L04; 5WO4; 6AAH; 6BBU; 6C7Y; 6DBN; 6ELR; 6GGH; 6HZU; 6N77; 6N78; 6N79; 6N7A; 6N7B; 6N7C; 6N7D; 6RSB; 6RSC; 6RSD; 6RSE; 6RSH; 6SM8; 6SMB; 6TPE; 6TPF; 6W8L; 8EXJ; 8S85,JAK1,,HGNC:6190,Humans,DB08877; DB08895; DB11763; DB11817; DB14845; DB15091; DB16133; DB16756; DB18847
4146,Non-receptor tyrosine-protein kinase TYK2,TYK2,37504,X54637,P29597,TYK2_HUMAN,3LXN; 3LXP; 3NYX; 3NZ0; 3ZON; 4GFO; 4GIH; 4GII; 4GJ2; 4GJ3; 4GVJ; 4OLI; 4PO6; 4PY1; 4WOV; 5C01; 5C03; 5F1Z; 5F20; 5TKD; 5WAL; 6AAM; 6DBK; 6DBM; 6NSL; 6NZE; 6NZF; 6NZH; 6NZP; 6NZQ; 6NZR; 6OVA; 6VNS; 6VNV; 6VNX; 6VNY; 6X8F; 6X8G; 7AX4; 7K7O; 7K7Q; 7UYR; 7UYS; 7UYT; 7UYU; 8EXN; 8EYC; 8S98; 8S99; 8S9A; 8TB5; 8TB6,TYK2,,HGNC:12440,Humans,DB04716; DB08877; DB08895; DB16133; DB16650
4149,Annexin A5,ANXA5,,,P08758,ANXA5_HUMAN,1ANW; 1ANX; 1AVH; 1AVR; 1HAK; 1HVD; 1HVE; 1HVF; 1HVG; 1SAV; 2XO2; 2XO3; 6K22; 6K25; 8GYC; 8H0J; 8H9Z,ANXA5,,HGNC:543,Humans,DB00591
4185,Beta-lactamase SHV-1,bla,151861,M59181,P0AD64,BLA1_KLEPN,1ONG; 1Q2P; 1RCJ; 1SHV; 1TDG; 1TDL; 1VM1; 2A3U; 2A49; 2G2U; 2G2W; 2H0T; 2H0Y; 2H10; 2H5S; 2ZD8; 3C4O; 3C4P; 3D4F; 3MKE; 3MKF; 3MXR; 3MXS; 3N4I; 3OPH; 3OPL; 3OPP; 3OPR; 3V50; 3V5M; 4FCF; 4FD8; 4FH2; 4FH4; 4GD6; 4GD8; 4GDB; 4JPM; 4MBF; 4MBH; 4MBK; 4R3B; 4ZAM; 5EE8,,,,Klebsiella pneumoniae,DB09060; DB12107
4191,Rho-associated protein kinase 2,ROCK2,4520225,D87931,O75116,ROCK2_HUMAN,4L6Q; 4WOT; 5U7Q; 5U7R; 6ED6; 6P5M; 6P5P; 7JNT; 7JOV; 7P6N; 8GDS; 8X8X; 8X8Y; 8X8Z; 8X92; 9EP8,ROCK2,,HGNC:10252,Humans,DB13931; DB16703
4258,O-GlcNAcase BT_4395,,29337303,AE015928,Q89ZI2,OGA_BACTN,2CHN; 2CHO; 2J47; 2J4G; 2JIW; 2VVN; 2VVS; 2W4X; 2W66; 2W67; 2WCA; 2WZH; 2WZI; 2X0H; 2XJ7; 2XM1; 2XM2; 4AIS; 4AIU; 4UR9; 5ABE; 5ABF; 5ABG; 5ABH,,,,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482),DB00428
4271,Tyrosine-protein kinase Mer,MERTK,505665,U08023,Q12866,MERTK_HUMAN,2DBJ; 2P0C; 3BPR; 3BRB; 3TCP; 4M3Q; 4MH7; 4MHA; 5K0K; 5K0X; 5TC0; 5TD2; 5U6C; 6MEP; 7AAX; 7AAY; 7AAZ; 7AB0; 7AB1; 7AB2; 7AVX; 7AVY; 7AVZ; 7AW0; 7AW1; 7AW2; 7AW3; 7AW4; 7CQE; 7DXL; 7M5Z; 7OAM; 7OLS; 7OLV; 7OLX; 7XHY; 9BHI; 9BHJ; 9BHK,MERTK,,HGNC:7027,Humans,DB08875
4281,Elongation factor 2,EEF2,31106,X51466,P13639,EF2_HUMAN,4V6X; 6D9J; 6Z6M; 6Z6N; 8UKB; 8XSX; 8Y0W; 8Y0X,EEF2,,HGNC:3214,Humans,DB12688
4290,Penicillin-binding protein 1A,pbpA,153767,M90527,Q8DR59,PBPA_STRR6,2C5W; 2C6W; 2V2F; 2ZC5; 2ZC6,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01000; DB01140; DB01147; DB01163; DB01331; DB01603; DB03313; DB08795
4294,Myosin-7,MYH7,179510,M58018,P12883,MYH7_HUMAN,2FXM; 2FXO; 3DTP; 4DB1; 4P7H; 4PA0; 4XA1; 4XA3; 4XA4; 4XA6; 5CHX; 5CJ0; 5CJ1; 5CJ4; 5TBY; 5WJ7; 5WJB; 5WLQ; 5WLZ; 5WME; 6PF2; 6PFP; 8ACT; 8EFD; 8EFE; 8EFH; 8EFI; 8ENC; 8G4L; 8ZB7; 8ZI9; 9GZ1; 9GZ2; 9GZ3,MYH7,,HGNC:7577,Humans,DB14921; DB18490
4315,Tyrosine-protein kinase Lyn,LYN,307144,M16038,P07948,LYN_HUMAN,1W1F; 1WA7; 3A4O; 5XY1; 6NMW; 8WFF,LYN,,HGNC:6735,Humans,DB06616
4329,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,3005063,AF043324,P30419,NMT1_HUMAN,1RXT; 3IU1; 3IU2; 3IWE; 3JTK; 4C2Y; 4C2Z; 5MU6; 5NPQ; 5O6H; 5O6J; 5O9S; 5O9T; 5O9U; 5O9V; 5UUT; 6EHJ; 6F56; 6FZ2; 6FZ3; 6FZ5; 6PAV; 6QRM; 6SJZ; 6SK2; 6SK3; 6SK8; 6SKJ; 7OWM; 7OWN; 7OWO; 7OWP; 7OWQ; 7OWR; 7OWU; 7RK3; 8Q23; 8Q24; 8Q26; 8Q2Z; 8Q3D; 8Q3S; 8Q3T,NMT1,,HGNC:7857,Humans,DB15567
4335,Penicillin-binding protein 1b,pbp1b,15457529,AE007317,Q7CRA4,Q7CRA4_STRR6,2UWX; 2XD1; 2XD5; 2Y2G; 2Y2H; 2Y2I; 2Y2J; 2Y2K; 2Y2L; 2Y2M; 2Y2N; 2Y2O; 2Y2P; 2Y2Q,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01140; DB01163; DB01331; DB01603; DB03313; DB08795
4347,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,fabI,49240383,BX571856,Q6GI75,FABI_STAAR,3GNS; 3GNT; 3GR6; 4FS3,,,,Staphylococcus aureus (strain MRSA252),DB11155
4384,Calcium/calmodulin-dependent protein kinase type II subunit gamma,CAMK2G,21707842,BC034044,Q13555,KCC2G_HUMAN,2UX0; 2V7O,CAMK2G,,HGNC:1463,Humans,DB06616
4422,Calcium-activated potassium channel subunit beta-1,KCNMB1,1326067,U25138,Q16558,KCMB1_HUMAN,,KCNMB1,,HGNC:6285,Humans,DB00867; DB09089
4423,Calcium-activated potassium channel subunit beta-3,KCNMB3,5880671,AF139471,Q9NPA1,KCMB3_HUMAN,,KCNMB3,,HGNC:6287,Humans,DB00867; DB09089
4424,Calcium-activated potassium channel subunit beta-4,KCNMB4,7799988,AF160967,Q86W47,KCMB4_HUMAN,5Y7L; 6V22; 6V35; 9CZH; 9CZJ; 9CZK; 9CZM; 9CZO; 9CZQ; 9D18; 9D19,KCNMB4,,HGNC:6289,Humans,DB00867; DB09089
4425,Small conductance calcium-activated potassium channel protein 1,KCNN1,1575661,U69883,Q92952,KCNN1_HUMAN,,KCNN1,,HGNC:6290,Humans,DB00867; DB09089; DB16733
4426,Small conductance calcium-activated potassium channel protein 2,KCNN2,10334701,AF239613,Q9H2S1,KCNN2_HUMAN,5V02; 5WBX; 5WC5; 6ALE,KCNN2,,HGNC:6291,Humans,DB00867; DB09089; DB16733
4427,Small conductance calcium-activated potassium channel protein 3,KCNN3,3309531,AF031815,Q9UGI6,KCNN3_HUMAN,,KCNN3,,HGNC:6292,Humans,DB00867; DB04209; DB09089
4428,Cytochrome b,MT-CYB,2978420,M99416,Q02768,CYB_PLAFA,,,,,Plasmodium falciparum,DB01117
4430,D-alanyl-D-alanine endopeptidase,pbpG,,,P0AFI5,PBP7_ECOLI,,,,,Escherichia coli (strain K12),DB01331
4435,Oxygen-insensitive NADPH nitroreductase,rdxA,,,O25608,RDXA_HELPY,3QDL,,,,Helicobacter pylori (strain ATCC 700392 / 26695),DB00916
4467,Myoglobin,MB,,,P02144,MYG_HUMAN,3RGK,MB,,HGNC:6915,Humans,DB11588
4493,Galectin-1,LGALS1,,,P09382,LEG1_HUMAN,1GZW; 1W6M; 1W6N; 1W6O; 1W6P; 1W6Q; 2KM2; 2ZKN; 3OY8; 3OYW; 3T2T; 3W58; 3W59; 4Q1P; 4Q1R; 4Q26; 4Q27; 4Q2F; 4XBL; 4Y1U; 4Y1V; 4Y1X; 4Y1Y; 4Y1Z; 4Y20; 4Y22; 4Y24; 5MWT; 5MWX; 6B94; 6F83; 6M5Y; 7LTA; 7NML; 8B0W; 8B0Z; 8OJP; 8R74; 8RDC,LGALS1,,HGNC:6561,Humans,DB13123
4494,Cation-dependent mannose-6-phosphate receptor,M6PR,,,P20645,MPRD_HUMAN,1JUQ,M6PR,,HGNC:6752,Humans,DB01272; DB02755; DB02900
4499,Thymidine kinase,TK,,,P09250,KITH_VZVD,,,,,HHV-3,DB00194
4500,"Enoyl-CoA hydratase, mitochondrial",ECHS1,,,P30084,ECHM_HUMAN,2HW5,ECHS1,,HGNC:3151,Humans,DB09568
4502,Potassium voltage-gated channel subfamily A member 4,KCNA4,,,P22459,KCNA4_HUMAN,,KCNA4,,HGNC:6222,Humans,DB01069; DB06637
4522,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1",ITPR1,,,Q14643,ITPR1_HUMAN,,ITPR1,,HGNC:6180,Humans,DB03401
4523,Bile salt-activated lipase,CEL,,,P19835,CEL_HUMAN,1F6W; 1JMY; 6H0T; 6H0V; 6H18; 6H19; 6H1A,CEL,,HGNC:1848,Humans,DB04348
4524,Disks large homolog 4,DLG4,,,P78352,DLG4_HUMAN,1KEF; 2MES; 3I4W; 3K82; 3ZRT; 5J7J; 5JXB; 6QJD; 6QJF; 6QJG; 6QJI; 6QJJ; 6QJK; 6QJL; 6QJN; 6SPV; 6SPZ; 8AH4; 8AH5; 8AH6; 8AH7; 8AH8,DLG4,,HGNC:2903,Humans,DB01972
4525,V-type proton ATPase subunit C 1,ATP6V1C1,,,P21283,VATC1_HUMAN,6WM2; 6WM3; 6WM4; 7U4T; 7UNF,ATP6V1C1,,HGNC:856,Humans,DB09552
4527,"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2,,,P48735,IDHP_HUMAN,4JA8; 5GIS; 5I95; 5I96; 5SVN; 5SVO; 6ADI; 6UJ7; 6UJ8; 6UJ9; 6VFZ,IDH2,,HGNC:5383,Humans,DB13874; DB17097
4601,Aurora kinase C,AURKC,,,Q9UQB9,AURKC_HUMAN,6GR8; 6GR9; 9ESA,AURKC,,HGNC:11391,Humans,DB06134
4624,Transient receptor potential cation channel subfamily M member 7,TRPM7,,,Q96QT4,TRPM7_HUMAN,,TRPM7,,HGNC:17994,Humans,DB00179
4630,Mannan-binding lectin serine protease 2,MASP2,,,O00187,MASP2_HUMAN,1Q3X; 1SZB; 1ZJK; 3TVJ; 5JPM,MASP2,,HGNC:6902,Humans,DB16418
4639,"Thymidine kinase 2, mitochondrial",TK2,,,O00142,KITM_HUMAN,,TK2,,HGNC:11831,Humans,DB02594; DB03312; DB04485
4643,serine-type D-Ala-D-Ala carboxypeptidase,pbp3,,,Q75Y35,Q75Y35_STREE,,,,,Streptococcus pneumoniae,DB00319; DB00415; DB00447; DB00456; DB00485; DB00567; DB00607; DB00713; DB00739; DB00833; DB00948; DB01000; DB01140; DB01163; DB01330; DB01331; DB01603; DB03313; DB08795
4644,Penicillin-binding protein 2a,pbp2a,,,Q8DNB6,PBP2A_STRR6,,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01163; DB01331; DB01603; DB03313; DB08795
4647,"Peptidoglycan D,D-transpeptidase FtsI",pbpB,,,Q51504,Q51504_PSEAI,3OC2; 3OCL; 3OCN; 3PBN; 3PBO; 3PBQ; 3PBS; 4FSF; 4L0L,,,,Pseudomonas aeruginosa,DB01413; DB06211; DB09050; DB14879
4648,"Peptidoglycan D,D-transpeptidase MrdA",pbpA,,,Q9X6V3,Q9X6V3_PSEAI,,,,,Pseudomonas aeruginosa,DB14879
4650,Large ribosomal subunit protein uL16,rplP,,,P0ADY7,RL16_ECOLI,2J28; 2RDO; 3BBX; 3J5L; 3J7Z; 3J8G; 3J9Y; 3J9Z; 3JA1; 4CSU; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4UY8; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5ADY; 5AFI; 5AKA,,,,Escherichia coli (strain K12),DB00446
4651,Small ribosomal subunit protein uS3,rpsC,,,P0A7V3,RS3_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4ODQ; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00759; DB09093; DB12455
4652,Small ribosomal subunit protein uS8,rpsH,,,P0A7W7,RS8_ECOLI,1EG0; 1M5G; 1S03; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00759; DB09093; DB12455
4653,Small ribosomal subunit protein uS7,rpsG,,,P02359,RS7_ECOLI,1EG0; 1M5G; 1ML5; 2YKR; 3J5S; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00759; DB09093; DB12455; DB13092
4654,Penicillin-binding protein 3,pbp3,,,A0A0H2XJ39,A0A0H2XJ39_STAA3,,,,,Staphylococcus aureus (strain USA300),DB09062
4657,Dihydropteroate synthase type-1,sul1,,,P0C002,DHP1_ECOLX,,,,,Escherichia coli,DB00634
4658,Folic acid synthesis protein FOL1,FOL1,,,P53848,FOL1_YEAST,2BMB,,,,Baker's yeast,DB00634
4659,Protein smoothened,SMO,,,Q99835,SMO_HUMAN,4JKV; 4N4W; 4O9R; 4QIM; 4QIN; 5L7D; 5L7I; 5V56; 5V57; 6OT0; 6XBJ; 6XBK; 6XBL; 6XBM; 7ZI0,SMO,,HGNC:11119,Humans,DB06786; DB08828; DB09143; DB11978
4660,"Keratin, type I cytoskeletal 12",KRT12,,,Q99456,K1C12_HUMAN,,KRT12,,HGNC:6414,Humans,DB11157
4661,Acetylcholine receptor subunit alpha,CHRNA1,,,P02708,ACHA_HUMAN,4ZJS; 5HBT,CHRNA1,,HGNC:1955,Humans,DB08838
4668,Lanosterol synthase,ERG7,,,Q04782,ERG7_CANAL,,,,,Yeast,DB00239
4669,"1,3-beta-glucan synthase component FKS1",fksA,,,A2QLK4,FKS1_ASPNC,,,,,Aspergillus niger (strain CBS 513.88 / FGSC A1513),DB00362; DB00520; DB01141; DB16310
4670,Squalene epoxidase ERG1,ERG1,,,Q92206,ERG1_CANAL,,,,,Yeast,DB00525; DB00857
4671,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,,,P31327,CPSM_HUMAN,2YVQ; 4UTR; 4UTV; 4UTX; 4UTZ; 4UU7; 4UU8; 4UUA; 4UUB; 5DOT; 5DOU; 5OJO; 6UEL; 6W2J,CPS1,,HGNC:2323,Humans,DB06775
4672,Coagulation factor XII,F12,,,P00748,FA12_HUMAN,4BDW; 4BDX; 4XDE; 4XE4; 6B74; 6B77; 6GT6; 6L63; 6QF7; 6SZW; 6X0S; 6X0T; 7FBP; 7PRJ; 7PRK; 8OS5; 8R8D,F12,,HGNC:3530,Humans,DB06404; DB06689; DB09228; DB12598; DB15629
4674,Chromaffin granule amine transporter,SLC18A1,,,P54219,VMAT1_HUMAN,8TGG; 8TGH; 8TGI; 8TGJ; 8TGK; 8TGL; 8TGM; 8TGN,SLC18A1,,HGNC:10934,Humans,DB01363; DB01442; DB01577
4684,Putative high affinity immunoglobulin gamma Fc receptor IB,FCGR1BP,,,Q92637,FCGRB_HUMAN,,FCGR1BP,,HGNC:3614,Humans,DB00028
4685,Complement C4-A,C4A,,,P0C0L4,CO4A_HUMAN,1HZF; 5JPM; 5JPN; 5JTW; 6YSQ; 7B2M; 7B2P; 7B2Q,C4A,,HGNC:1323,Humans,DB00028
4686,Complement C4-B,C4B,,,P0C0L5,CO4B_HUMAN,6YSQ,C4B_2,,HGNC:42398,Humans,DB00028
4698,Neutral alpha-glucosidase AB,GANAB,,,Q14697,GANAB_HUMAN,8D43; 8EMR,GANAB,,HGNC:4138,Humans,DB00491
4699,Neutral alpha-glucosidase C,GANC,,,Q8TET4,GANC_HUMAN,,GANC,,HGNC:4139,Humans,DB00491
4701,Genome polyprotein,NS3/4A,,,B0B3C9,B0B3C9_9HEPC,,,,,Hepatitis C Virus,DB05521; DB06290; DB08873; DB09297; DB11575; DB12026; DB13879
4702,Hyaluronan mediated motility receptor,HMMR,,,O75330,HMMR_HUMAN,,HMMR,,HGNC:5012,Humans,DB08818
4703,Parathyroid hormone 2 receptor,PTH2R,,,P49190,PTH2R_HUMAN,7F16,PTH2R,,HGNC:9609,Humans,DB05829
4715,Potassium voltage-gated channel subfamily A member 2,KCNA2,,,P16389,KCNA2_HUMAN,,KCNA2,,HGNC:6220,Humans,DB01069; DB06637
4716,Potassium voltage-gated channel subfamily A member 3,KCNA3,,,P22001,KCNA3_HUMAN,4BGC; 7EJ1; 7EJ2; 7SSV; 7SSX; 7SSY; 7SSZ; 8DFL,KCNA3,,HGNC:6221,Humans,DB01069; DB06637
4717,Potassium voltage-gated channel subfamily A member 5,KCNA5,,,P22460,KCNA5_HUMAN,,KCNA5,,HGNC:6224,Humans,DB01069; DB06217; DB06637
4718,Potassium voltage-gated channel subfamily A member 6,KCNA6,,,P17658,KCNA6_HUMAN,,KCNA6,,HGNC:6225,Humans,DB01069; DB06637
4719,Potassium voltage-gated channel subfamily A member 7,KCNA7,,,Q96RP8,KCNA7_HUMAN,,KCNA7,,HGNC:6226,Humans,DB06637
4720,Potassium voltage-gated channel subfamily A member 10,KCNA10,,,Q16322,KCA10_HUMAN,,KCNA10,,HGNC:6219,Humans,DB01069; DB06637
4721,Potassium voltage-gated channel subfamily B member 1,KCNB1,,,Q14721,KCNB1_HUMAN,7RE5; 7SPD,KCNB1,,HGNC:6231,Humans,DB01069; DB06637
4722,Potassium voltage-gated channel subfamily B member 2,KCNB2,,,Q92953,KCNB2_HUMAN,,KCNB2,,HGNC:6232,Humans,DB01069; DB06637
4723,Voltage-gated potassium channel KCNC1,KCNC1,,,P48547,KCNC1_HUMAN,7PHH; 7PHI; 7PHK; 7PHL; 7PQT; 7PQU; 8F1C; 8F1D; 8QUC; 8QUD,KCNC1,,HGNC:6233,Humans,DB01069; DB06637
